WigleWifi-1.4,appRelease=1.57,model=Inspire 4G,release=2.3.5,device=ace,display=GRJ90,board=spade,brand=htc_wwe
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
310410_2976_142424786,AT&T,HSDPA;us,2013-08-25 16:50:53,0,-73,40.13393714,-75.12445821,55.2999992370605,4,GSM
00:1f:90:eb:6b:80,Z3OZ1,[WEP],2013-08-25 16:50:54,11,-95,40.13385178,-75.12452101,54.2999992370605,4,WIFI
310410_2976_142424786,AT&T,HSDPA;us,2013-08-25 16:51:06,0,-73,40.13285794,-75.12550578,56.2000007629395,3,GSM
00:1f:90:eb:6b:80,Z3OZ1,[WEP],2013-08-25 16:51:06,11,-97,40.1327702,-75.12558603,55.7000007629395,4,WIFI
00:26:b8:a5:80:c4,S2RCK,[WEP],2013-08-25 16:51:06,6,-93,40.1327702,-75.12558603,55.7000007629395,4,WIFI
78:cd:8e:22:13:18,Diondra,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-25 16:51:06,1,-89,40.1327702,-75.12558603,55.7000007629395,4,WIFI
00:1f:90:e4:ab:26,NG3J0,[WEP],2013-08-25 16:51:06,6,-89,40.1327702,-75.12558603,55.7000007629395,4,WIFI
00:0d:67:22:9f:ee,CableWiFi,,2013-08-25 16:51:06,11,-89,40.1327702,-75.12558603,55.7000007629395,4,WIFI
00:26:b8:bd:76:25,Q25LM,[WEP],2013-08-25 16:51:09,6,-93,40.13258572,-75.12577669,52.2000007629395,3,WIFI
00:1f:90:e4:e6:87,MI0L0,[WEP],2013-08-25 16:51:11,11,-93,40.13239491,-75.12595885,50.0999984741211,3,WIFI
ec:1a:59:2e:27:b6,belkin.7b6,[WPA2-PSK-CCMP][WPS][WPS],2013-08-25 16:51:11,6,-89,40.13239491,-75.12595885,50.0999984741211,3,WIFI
00:1f:90:b9:23:24,HMIV5,[WEP],2013-08-25 16:51:11,6,-86,40.13239491,-75.12595885,50.0999984741211,3,WIFI
00:26:b8:48:b9:57,UH5U2,[WEP],2013-08-25 16:51:13,11,-91,40.1322012,-75.12616022,48.9000015258789,3,WIFI
00:1f:90:e9:af:a6,BigTop,[WEP],2013-08-25 16:51:15,11,-95,40.1319905,-75.12635942,47.2000007629395,3,WIFI
00:1f:90:c7:64:68,LOTUS_Race_Team,[WEP],2013-08-25 16:51:15,1,-95,40.1319905,-75.12635942,47.2000007629395,3,WIFI
00:a0:f8:a8:3c:4d,101,,2013-08-25 16:51:15,11,-95,40.1319905,-75.12635942,47.2000007629395,3,WIFI
10:8c:cf:76:99:80,SUHWG,[WPA-EAP-TKIP],2013-08-25 16:51:15,8,-91,40.1319905,-75.12635942,47.2000007629395,3,WIFI
f0:25:72:70:dc:20,SUHWG,[WPA-EAP-TKIP],2013-08-25 16:51:15,3,-90,40.1319905,-75.12635942,47.2000007629395,3,WIFI
b8:9b:c9:99:fe:d8,yetman,[WPA2-PSK-CCMP][WPS][WPS],2013-08-25 16:51:17,1,-90,40.13177648,-75.12657427,45.2000007629395,3,WIFI
310410_2976_142424786,AT&T,HSDPA;us,2013-08-25 16:51:17,0,-73,40.13177648,-75.12657427,45.2000007629395,3,GSM
00:26:f2:15:b4:ae,netgear,[WEP],2013-08-25 16:51:19,11,-94,40.13156118,-75.12678097,44.2000007629395,3,WIFI
c0:3f:0e:68:8d:e2,KENISHPATEL,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-25 16:51:19,11,-93,40.13156118,-75.12678097,44.2000007629395,3,WIFI
00:26:f2:28:15:58,CPQ27273403220-Wireless,[WEP],2013-08-25 16:51:19,6,-87,40.13156118,-75.12678097,44.2000007629395,3,WIFI
f8:e4:fb:1c:ec:f9,SleepyCabin,[WPA-PSK-CCMP][WPA2-PSK-CCMP],2013-08-25 16:51:19,6,-81,40.13156118,-75.12678097,44.2000007629395,3,WIFI
00:0d:67:2e:fc:7a,CableWiFi,,2013-08-25 16:51:19,1,-81,40.13156118,-75.12678097,44.2000007629395,3,WIFI
c0:c1:c0:a4:ce:f7,SussmanCustomer,[WPS][WPS],2013-08-25 16:51:21,1,-92,40.131346,-75.12699012,42.9000015258789,3,WIFI
68:86:a7:47:6a:c0,25017802-dt00,[WPA2-PSK-TKIP+CCMP],2013-08-25 16:51:23,11,-91,40.13112734,-75.12721136,41,3,WIFI
00:26:62:5d:28:75,WSUM3,[WEP],2013-08-25 16:51:23,6,-90,40.13112734,-75.12721136,41,3,WIFI
00:26:b8:48:b9:57,UH5U2,[WEP],2013-08-25 16:51:23,11,-83,40.13112734,-75.12721136,41,3,WIFI
10:8c:cf:76:99:80,SUHWG,[WPA-EAP-TKIP],2013-08-25 16:51:26,8,-97,40.13081362,-75.12750625,38.7999992370605,3,WIFI
48:f8:b3:1f:36:44,linksys,,2013-08-25 16:51:26,6,-97,40.13081362,-75.12750625,38.7999992370605,3,WIFI
c0:c1:c0:f5:b7:da,Lee's Moving,[WPA2-PSK-CCMP][WPS][WPS],2013-08-25 16:51:26,6,-96,40.13081362,-75.12750625,38.7999992370605,3,WIFI
b8:9b:c9:9d:9c:78,HOME-9C78,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-25 16:51:26,1,-89,40.13081362,-75.12750625,38.7999992370605,3,WIFI
00:26:62:6a:64:54,F0G54,[WEP],2013-08-25 16:51:26,11,-89,40.13081362,-75.12750625,38.7999992370605,3,WIFI
00:26:62:4f:3c:db,QVA33,[WEP],2013-08-25 16:51:27,1,-93,40.13070843,-75.12761042,38.9000015258789,3,WIFI
f8:e4:fb:94:08:ba,KRSQH,[WPA2-PSK-CCMP],2013-08-25 16:51:27,11,-92,40.13070843,-75.12761042,38.9000015258789,3,WIFI
b8:9b:c9:99:fe:d8,yetman,[WPA2-PSK-CCMP][WPS][WPS],2013-08-25 16:51:27,1,-91,40.13070843,-75.12761042,38.9000015258789,3,WIFI
c0:c1:c0:f5:b7:db,Lee's Moving-guest,,2013-08-25 16:51:27,6,-91,40.13070843,-75.12761042,38.9000015258789,3,WIFI
310410_2976_142424786,AT&T,HSDPA;us,2013-08-25 16:51:27,0,-73,40.13070843,-75.12761042,38.9000015258789,3,GSM
00:17:f2:e6:29:9f,Northstar,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP],2013-08-25 16:51:29,6,-96,40.13050474,-75.12782045,39.2000007629395,3,WIFI
c4:3d:c7:94:13:34,Mark,[WPA2-PSK-CCMP][WPS][WPS],2013-08-25 16:51:29,1,-94,40.13050474,-75.12782045,39.2000007629395,3,WIFI
00:26:f2:28:15:58,CPQ27273403220-Wireless,[WEP],2013-08-25 16:51:29,6,-94,40.13050474,-75.12782045,39.2000007629395,3,WIFI
f8:e4:fb:9c:ff:a3,3CWKJ,[WPA2-PSK-CCMP],2013-08-25 16:51:29,11,-90,40.13050474,-75.12782045,39.2000007629395,3,WIFI
00:1d:d2:42:6a:40,HOME-6A42,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-25 16:51:29,1,-89,40.13050474,-75.12782045,39.2000007629395,3,WIFI
00:26:f2:15:b4:ae,netgear,[WEP],2013-08-25 16:51:29,11,-83,40.13050474,-75.12782045,39.2000007629395,3,WIFI
c0:3f:0e:68:8d:e2,KENISHPATEL,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-25 16:51:29,11,-67,40.13050474,-75.12782045,39.2000007629395,3,WIFI
00:26:b8:52:76:29,KWT73,[WEP],2013-08-25 16:51:31,1,-94,40.13029447,-75.12802699,38.5,3,WIFI
00:26:62:68:82:e6,fletchers,[WEP],2013-08-25 16:51:31,6,-91,40.13029447,-75.12802699,38.5,3,WIFI
f8:e4:fb:81:11:7a,FTTYF,[WPA2-PSK-CCMP],2013-08-25 16:51:31,11,-89,40.13029447,-75.12802699,38.5,3,WIFI
00:12:0e:90:a1:dd,07FX10077238,[WEP],2013-08-25 16:51:31,6,-89,40.13029447,-75.12802699,38.5,3,WIFI
00:26:f3:67:8c:b8,LENBEL,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-25 16:51:31,1,-84,40.13029447,-75.12802699,38.5,3,WIFI
84:1b:5e:50:50:9a,NETGEAR62,[WPA2-PSK-CCMP][WPS][WPS],2013-08-25 16:51:33,7,-90,40.1300774,-75.1282435,36.5,4,WIFI
f8:e4:fb:04:bd:72,QDRG2,[WPA2-PSK-CCMP],2013-08-25 16:51:33,6,-89,40.1300774,-75.1282435,36.5,4,WIFI
00:1e:2a:5a:bd:d4,Taylor,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2013-08-25 16:51:35,1,-95,40.12986812,-75.12844491,37.7999992370605,5,WIFI
00:7f:28:60:61:ad,XNZXB,[WPA2-PSK-CCMP],2013-08-25 16:51:35,11,-92,40.12986812,-75.12844491,37.7999992370605,5,WIFI
00:1f:90:c9:5a:dc,YLP35,[WEP],2013-08-25 16:51:35,11,-91,40.12986812,-75.12844491,37.7999992370605,5,WIFI
00:1f:90:e5:50:10,ZZQK0,[WEP],2013-08-25 16:51:35,1,-89,40.12986812,-75.12844491,37.7999992370605,5,WIFI
00:1f:90:f3:93:c8,2FZE3,[WEP],2013-08-25 16:51:37,1,-95,40.12967873,-75.1286344,36.4000015258789,4,WIFI
00:0e:3b:20:3c:9a,Ireland Range Extender,[WPA2-PSK-CCMP-preauth],2013-08-25 16:51:37,11,-90,40.12967873,-75.1286344,36.4000015258789,4,WIFI
00:22:3f:96:cb:e6,Wireless,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2013-08-25 16:51:37,2,-90,40.12967873,-75.1286344,36.4000015258789,4,WIFI
00:0d:67:15:c4:dc,TWCWiFi,,2013-08-25 16:51:37,6,-90,40.12967873,-75.1286344,36.4000015258789,4,WIFI
00:0d:67:15:c4:d9,xfinitywifi,,2013-08-25 16:51:37,6,-89,40.12967873,-75.1286344,36.4000015258789,4,WIFI
00:26:62:4f:3c:db,QVA33,[WEP],2013-08-25 16:51:37,1,-88,40.12967873,-75.1286344,36.4000015258789,4,WIFI
00:0d:67:15:c4:db,optimumwifi,,2013-08-25 16:51:37,6,-88,40.12967873,-75.1286344,36.4000015258789,4,WIFI
310410_2976_142424786,AT&T,HSDPA;us,2013-08-25 16:51:37,0,-73,40.12967873,-75.1286344,36.4000015258789,4,GSM
f8:e4:fb:1e:04:27,G3PS4,[WPA2-PSK-CCMP],2013-08-25 16:51:39,1,-88,40.12950611,-75.12879449,36.2999992370605,4,WIFI
00:1b:2f:ab:cd:a5,NETGEAR - 0,,2013-08-25 16:51:39,1,-88,40.12950611,-75.12879449,36.2999992370605,4,WIFI
00:0d:67:15:c4:da,CableWiFi,,2013-08-25 16:51:39,6,-87,40.12950611,-75.12879449,36.2999992370605,4,WIFI
00:26:62:f2:06:e0,SILVERMOONPIZZA,[WEP],2013-08-25 16:51:41,11,-97,40.12942731,-75.12890155,37.0999984741211,4,WIFI
f8:e4:fb:0e:0d:0e,8YRB3,[WPA2-PSK-CCMP],2013-08-25 16:51:41,6,-88,40.12942731,-75.12890155,37.0999984741211,4,WIFI
00:26:f3:8b:eb:08,Chloe,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-25 16:51:43,1,-94,40.12942098,-75.12903883,37,3,WIFI
00:18:01:f3:8b:a2,KQOK3,[WEP],2013-08-25 16:51:43,11,-89,40.12942098,-75.12903883,37,3,WIFI
00:26:62:68:82:e6,fletchers,[WEP],2013-08-25 16:51:43,6,-87,40.12942098,-75.12903883,37,3,WIFI
f8:e4:fb:1e:03:40,HSNS4,[WPA2-PSK-CCMP],2013-08-25 16:51:45,1,-95,40.1294925,-75.12913884,35.5999984741211,3,WIFI
58:6d:8f:94:f2:85,Prime1,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-25 16:51:45,11,-93,40.1294925,-75.12913884,35.5999984741211,3,WIFI
00:26:f3:45:52:58,HOME-5258,[WPA2-PSK-TKIP],2013-08-25 16:51:48,1,-95,40.12963502,-75.12940672,36,3,WIFI
f8:e4:fb:94:2b:51,W96RH,[WPA2-PSK-CCMP],2013-08-25 16:51:48,6,-88,40.12963502,-75.12940672,36,3,WIFI
84:1b:5e:50:50:9a,NETGEAR62,[WPA2-PSK-CCMP][WPS][WPS],2013-08-25 16:51:51,7,-95,40.129805,-75.12970171,35.0999984741211,3,WIFI
00:1c:b3:af:72:da,1379 Wireless,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP],2013-08-25 16:51:51,9,-92,40.129805,-75.12970171,35.0999984741211,3,WIFI
00:0d:67:15:c4:d9,xfinitywifi,,2013-08-25 16:51:51,6,-91,40.129805,-75.12970171,35.0999984741211,3,WIFI
00:0e:3b:20:3c:9a,Ireland Range Extender,[WPA2-PSK-CCMP-preauth],2013-08-25 16:51:51,11,-90,40.129805,-75.12970171,35.0999984741211,3,WIFI
310410_2976_142424786,AT&T,HSDPA;us,2013-08-25 16:51:51,0,-73,40.129805,-75.12970171,35.0999984741211,3,GSM
00:1b:2f:ab:cd:a5,NETGEAR - 0,,2013-08-25 16:51:53,1,-96,40.12990629,-75.12987622,34.2000007629395,3,WIFI
00:18:01:f4:26:86,9I4O3,[WEP],2013-08-25 16:51:53,1,-94,40.12990629,-75.12987622,34.2000007629395,3,WIFI
00:0d:67:15:c4:db,optimumwifi,,2013-08-25 16:51:53,6,-92,40.12990629,-75.12987622,34.2000007629395,3,WIFI
00:0d:67:15:c4:da,CableWiFi,,2013-08-25 16:51:53,6,-91,40.12990629,-75.12987622,34.2000007629395,3,WIFI
f8:e4:fb:0e:0d:0e,8YRB3,[WPA2-PSK-CCMP],2013-08-25 16:51:56,6,-92,40.13003282,-75.13009465,32.2000007629395,5,WIFI
00:18:01:f3:8b:a2,KQOK3,[WEP],2013-08-25 16:51:56,11,-88,40.13003282,-75.13009465,32.2000007629395,5,WIFI
310410_2976_142425095,AT&T,HSDPA;us,2013-08-25 16:53:38,0,-103,40.13093784,-75.13425283,44.2000007629395,14,GSM
00:18:01:f6:1f:79,CSW04,[WEP],2013-08-25 16:54:12,11,-94,40.13093785,-75.1342527,44.2000007629395,9,WIFI
00:1f:90:e3:09:e7,12Z70,[WEP],2013-08-25 17:41:36,1,-91,40.13093249,-75.13424423,44.5,14,WIFI
00:13:f7:12:74:fb,Pool,[WEP],2013-08-25 17:41:36,11,-82,40.13093249,-75.13424423,44.5,14,WIFI
00:7f:28:3e:0c:7e,fisher,[WEP],2013-08-25 17:41:36,6,-48,40.13093249,-75.13424423,44.5,14,WIFI
00:18:01:f1:ef:12,QS993,[WEP],2013-08-25 17:41:47,6,-93,40.13093247,-75.1342442,44.5,15,WIFI
00:18:01:ff:6b:63,TheChristopher's,[WEP],2013-08-25 17:47:09,1,-95,40.13093215,-75.13424323,44.5999984741211,8,WIFI
00:1f:90:b7:fb:fc,ZGES5,[WEP],2013-08-25 17:51:23,11,-96,40.13093161,-75.13424265,44.7000007629395,7,WIFI
9c:d3:6d:bb:a7:dd,NETGEAR02,[WPA2-PSK-CCMP][WPS][WPS],2013-08-25 17:51:48,7,-99,40.13093147,-75.13424256,44.7000007629395,6,WIFI
08:86:3b:62:a5:8e,belkin.58e,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][WPS],2013-08-25 18:08:55,1,-96,40.13093034,-75.13424047,44.7000007629395,14,WIFI
00:1f:90:e2:25:70,M5300,[WEP],2013-08-25 18:08:59,6,-96,40.13093034,-75.13424048,44.7000007629395,11,WIFI
310410_2968_142087253,AT&T,HSDPA;us,2013-08-28 14:25:35,0,-67,39.99105897,-75.10249735,-41.0999984741211,12,GSM
20:4e:7f:91:b1:2f,arg5,[WPA2-PSK-CCMP],2013-08-28 14:26:17,4,-99,39.99141331,-75.10219701,-37.5999984741211,8,WIFI
00:17:c5:50:a0:07,DynamicPT,[WPA-PSK-CCMP],2013-08-28 14:26:25,2,-93,39.99143703,-75.10213158,-37.7000007629395,5,WIFI
00:0d:67:46:d8:3f,xfinitywifi,,2013-08-28 14:26:31,1,-95,39.99143879,-75.10211845,-36.4000015258789,4,WIFI
e0:46:9a:45:43:f8,L0PYHD8C,[WPA2-PSK-CCMP][WPS][WPS],2013-08-28 14:26:45,11,-88,39.99178583,-75.10229527,-36.2999992370605,3,WIFI
310410_2968_142087253,AT&T,HSDPA;us,2013-08-28 14:26:53,0,-83,39.99207906,-75.10251214,-37.4000015258789,6,GSM
310410_2968_142087252,AT&T,HSDPA;us,2013-08-28 14:27:01,0,-79,39.99220241,-75.10266169,-36.7999992370605,4,GSM
00:11:50:08:9e:57,belkin54g,,2013-08-28 14:27:12,11,-93,39.99277007,-75.1031846,-35,4,WIFI
310410_2968_142087252,AT&T,HSDPA;us,2013-08-28 14:27:21,0,-71,39.9932468,-75.10358209,-36.2000007629395,6,GSM
310410_2968_142087252,AT&T,HSDPA;us,2013-08-28 14:27:38,0,-81,39.99431652,-75.10456763,-34.5,7,GSM
08:86:3b:21:b6:6e,belkin.66e,[WPA2-PSK-CCMP][WPS][WPS],2013-08-28 14:27:44,11,-93,39.99463208,-75.10482446,-37.0999984741211,4,WIFI
0a:86:3b:21:b6:6f,belkin.66e.guests,[WPS][WPS],2013-08-28 14:27:44,11,-93,39.99463208,-75.10482446,-37.0999984741211,4,WIFI
24:db:ac:81:65:fd,T-Mobile myTouchQ 12,[WPA2-PSK-CCMP],2013-08-28 14:27:50,6,-96,39.99483165,-75.10500044,-38.0999984741211,4,WIFI
00:e0:98:fb:49:a7,ABC Screen Printing,[WEP],2013-08-28 14:27:50,6,-95,39.99483165,-75.10500044,-38.0999984741211,4,WIFI
00:7f:28:83:82:03,MXD7G,[WPA2-PSK-TKIP+CCMP],2013-08-28 14:27:50,6,-94,39.99483165,-75.10500044,-38.0999984741211,4,WIFI
84:1b:5e:d3:1c:c5,NETGEAR20,[WPA2-PSK-CCMP][WPS][WPS],2013-08-28 14:30:50,6,-95,39.99506665,-75.10515369,-28.6000003814697,4,WIFI
e8:3e:fc:d2:d2:50,HOME-D252,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:30:52,1,-96,39.99513245,-75.10523138,-24.1000003814697,4,WIFI
ee:3e:fc:d2:d2:50,xfinitywifi,,2013-08-28 14:30:52,1,-95,39.99513245,-75.10523138,-24.1000003814697,4,WIFI
cc:b2:55:3c:67:56,ccb2553c6754,[WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:30:56,6,-98,39.99529937,-75.10536905,-22.3999996185303,8,WIFI
00:a0:0a:ae:74:1d,VSSEPTA5547,[WPA2-PSK-CCMP-preauth],2013-08-28 14:30:58,11,-96,39.99535102,-75.10542601,-22.2000007629395,8,WIFI
00:7f:28:f6:86:87,3AAM9,[WEP],2013-08-28 14:30:58,6,-93,39.99535102,-75.10542601,-22.2000007629395,8,WIFI
310410_2968_142087252,AT&T,HSDPA;us,2013-08-28 14:30:58,0,-79,39.99535102,-75.10542601,-22.2000007629395,8,GSM
00:18:3a:e1:8f:6d,08FX11003156,[WEP],2013-08-28 14:31:42,6,-97,39.99556933,-75.10554471,-21.7999992370605,18,WIFI
310410_2968_142087254,AT&T,HSDPA;us,2013-08-28 14:31:53,0,-87,39.99510372,-75.10630948,-24.6000003814697,15,GSM
b8:9b:c9:42:91:68,HOME-916B,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:31:55,11,-97,39.99493931,-75.10656327,-24.2999992370605,7,WIFI
20:10:7a:7a:31:f4,WiFiRSU_c4dfc,[WPA2-PSK-CCMP],2013-08-28 14:31:59,6,-90,39.99471291,-75.10700751,-25.7000007629395,4,WIFI
e0:46:9a:bb:79:c4,bestfitdoor,[WPA2-PSK-CCMP],2013-08-28 14:32:01,1,-95,39.99459542,-75.10719611,-21.2999992370605,4,WIFI
c0:c1:c0:9c:79:e2,Freshstart,[WPA2-PSK-CCMP][WPS][WPS],2013-08-28 14:32:03,11,-88,39.99450504,-75.10738315,-23.3999996185303,4,WIFI
310410_2968_142087254,AT&T,HSDPA;us,2013-08-28 14:32:03,0,-83,39.99450504,-75.10738315,-23.3999996185303,4,GSM
310410_2968_142087252,AT&T,HSDPA;us,2013-08-28 14:32:05,0,-77,39.99443354,-75.10752793,-24,5,GSM
00:18:3a:d2:34:f0,artyembroidery,[WEP],2013-08-28 14:32:07,6,-89,39.99437569,-75.10763276,-22.8999996185303,5,WIFI
c0:c1:c0:a6:f1:de,FancyMagnolia,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:32:25,11,-92,39.99427603,-75.10780739,-21.8999996185303,7,WIFI
c0:c1:c0:a6:f1:df,FancyMagnolia-guest,,2013-08-28 14:32:25,11,-92,39.99427603,-75.10780739,-21.8999996185303,7,WIFI
310410_2968_142091249,AT&T,HSDPA;us,2013-08-28 14:32:25,0,-75,39.99427603,-75.10780739,-21.8999996185303,7,GSM
00:12:0e:86:15:77,07B408788333,[WEP],2013-08-28 14:32:26,6,-95,39.99422326,-75.10792869,-21.7999992370605,6,WIFI
310410_2968_142091251,AT&T,HSDPA;us,2013-08-28 14:32:26,0,-79,39.99422326,-75.10792869,-21.7999992370605,6,GSM
e0:91:f5:5e:3e:38,sharon-PC-Wireless,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:32:32,1,-96,39.99387075,-75.10851496,-22.6000003814697,6,WIFI
30:46:9a:18:e4:18,JOSEMARI-PC-Wireless,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:32:34,2,-92,39.99378064,-75.10871679,-22,8,WIFI
310410_2968_142091251,AT&T,HSDPA;us,2013-08-28 14:32:38,0,-81,39.99359977,-75.10910202,-22.1000003814697,12,GSM
02:2b:3b:ef:9a:e0,HP039592,[IBSS],2013-08-28 14:32:55,10,-100,39.99340339,-75.10944992,-20.1000003814697,7,WIFI
310410_2968_141698094,AT&T,HSDPA;us,2013-08-28 14:32:57,0,-93,39.99336554,-75.10952292,-19.7999992370605,9,GSM
00:26:62:80:e3:06,5J115,[WEP],2013-08-28 14:32:59,1,-89,39.99328185,-75.10962335,-19,7,WIFI
de:7a:f3:d5:3d:55,HPEECA26,[IBSS],2013-08-28 14:33:05,1,-99,39.99313356,-75.10996474,-18.3999996185303,7,WIFI
78:cd:8e:2b:0c:08,HOME-0C08,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:33:05,11,-95,39.99313356,-75.10996474,-18.3999996185303,7,WIFI
82:b0:e4:f1:9e:38,HP07334F,[IBSS],2013-08-28 14:33:05,1,-95,39.99313356,-75.10996474,-18.3999996185303,7,WIFI
20:e5:2a:52:f5:63,A&Fphamacy,[WPA2-PSK-CCMP],2013-08-28 14:33:05,11,-92,39.99313356,-75.10996474,-18.3999996185303,7,WIFI
84:1b:5e:12:c8:6f,HOPE,[WPA-PSK-TKIP],2013-08-28 14:33:07,11,-95,39.99315934,-75.11002727,-20,7,WIFI
5a:64:34:dd:a6:ee,HP03325A,[IBSS],2013-08-28 14:33:07,1,-95,39.99315934,-75.11002727,-20,7,WIFI
b2:b2:72:6c:26:ca,HP03958E,[IBSS],2013-08-28 14:33:13,1,-95,39.99307775,-75.11007277,-17.7000007629395,8,WIFI
310410_2968_142091251,AT&T,HSDPA;us,2013-08-28 14:33:21,0,-79,39.99310734,-75.11010663,-16.8999996185303,15,GSM
c4:01:7c:02:43:78,LAMetroPCS,,2013-08-28 14:33:47,1,-94,39.99309783,-75.11011783,-16.8999996185303,12,WIFI
20:10:7a:c1:eb:48,MOTOROLA-B507B,[WPA2-PSK-CCMP][WPS][WPS],2013-08-28 14:33:55,1,-90,39.99274515,-75.1108031,-17.3999996185303,10,WIFI
310410_2968_142091251,AT&T,HSDPA;us,2013-08-28 14:33:59,0,-83,39.99249005,-75.11135489,-15.6999998092651,9,GSM
00:22:3f:99:ac:1c,AAAA,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:34:05,3,-95,39.99219142,-75.11202019,-16.2999992370605,7,WIFI
00:1d:d4:eb:b3:10,HOME-B312,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:34:05,11,-87,39.99219142,-75.11202019,-16.2999992370605,7,WIFI
06:1d:d4:eb:b3:10,xfinitywifi,,2013-08-28 14:34:05,11,-86,39.99219142,-75.11202019,-16.2999992370605,7,WIFI
ac:81:12:c1:7e:f6,WiFiRSU_e2,[WPA2-PSK-TKIP+CCMP],2013-08-28 14:34:07,9,-95,39.99209195,-75.11223989,-16.2000007629395,8,WIFI
310410_2968_142091251,AT&T,HSDPA;us,2013-08-28 14:34:09,0,-85,39.99197878,-75.11244782,-19.1000003814697,8,GSM
00:26:62:d7:30:5c,BN9E8,[WEP],2013-08-28 14:34:17,11,-95,39.99158371,-75.11334836,-19.2000007629395,9,WIFI
310410_2968_142091251,AT&T,HSDPA;us,2013-08-28 14:34:19,0,-89,39.99148503,-75.11353668,-18.5,8,GSM
00:7f:28:97:1c:c5,5N32J,[WPA2-PSK-TKIP+CCMP],2013-08-28 14:34:21,11,-95,39.9913913,-75.11376041,-19.2000007629395,10,WIFI
44:32:c8:8b:c7:64,HOME-C764,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:34:21,11,-94,39.9913913,-75.11376041,-19.2000007629395,10,WIFI
00:26:f2:f5:72:67,Freshstart,[WPS][WPS][WEP],2013-08-28 14:34:23,4,-91,39.99128892,-75.11397557,-18.6000003814697,9,WIFI
20:10:7a:c9:3d:c1,Pearl,[WPA2-PSK-CCMP],2013-08-28 14:34:25,8,-95,39.99119739,-75.11417821,-18.7999992370605,8,WIFI
c4:39:3a:1c:c9:f8,HOME-C9F8,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:34:29,1,-90,39.99105877,-75.11463524,-18.8999996185303,7,WIFI
310410_2968_142091251,AT&T,HSDPA;us,2013-08-28 14:34:29,0,-89,39.99105877,-75.11463524,-18.8999996185303,7,GSM
30:46:9a:16:cd:0e,paul,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:34:33,2,-94,39.99088694,-75.11497541,-19.2999992370605,6,WIFI
310410_2968_141698344,AT&T,HSDPA;us,2013-08-28 14:34:33,0,-93,39.99088694,-75.11497541,-19.2999992370605,6,GSM
cc:b2:55:3c:7c:f8,ccb2553c7cf6,[WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:34:37,11,-90,39.99072548,-75.11527462,-19.2999992370605,7,WIFI
20:10:7a:f2:a7:4a,WiFiRSU_ce262,[WPA2-PSK-CCMP],2013-08-28 14:34:39,7,-98,39.99071891,-75.11531207,-19.2000007629395,7,WIFI
00:1d:d3:2d:0b:d0,brown83,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][WPS],2013-08-28 14:34:39,6,-94,39.99071891,-75.11531207,-19.2000007629395,7,WIFI
